cover_image_name,k,t,command,type,value
t01,2,512,write,total,32716
t01,2,512,read,processing,65
t01,2,512,read,total,2596
t01,2,512,write,processing,115
t01,2,512,write,total,33512
t01,2,512,read,processing,65
t01,2,512,read,total,2605
t01,2,512,write,processing,112
t01,2,512,write,total,32276
t01,2,512,read,processing,65
t01,2,512,read,total,2647
t01,2,512,write,processing,112
t01,2,512,write,total,33524
t01,2,512,read,processing,97
t01,2,512,read,total,3536
t01,2,512,write,processing,118
t01,2,512,write,total,28208
t01,2,512,read,processing,67
t01,2,512,read,total,3052
t01,2,512,write,processing,115
t01,2,512,write,total,27233
t01,2,512,read,processing,69
t01,2,512,read,total,2774
t01,2,512,write,processing,120
t01,2,512,write,total,28666
t01,2,512,read,processing,69
t01,2,512,read,total,3006
t01,2,512,write,processing,120
t01,2,512,write,total,28021
t01,2,512,read,processing,69
t01,2,512,read,total,2773
t01,2,1024,write,processing,227
t01,2,1024,write,total,26168
t01,2,1024,read,processing,133
t01,2,1024,read,total,2807
t01,2,1024,write,processing,274
t01,2,1024,write,total,37667
t01,2,1024,read,processing,137
t01,2,1024,read,total,2835
t01,2,1024,write,processing,234
t01,2,1024,write,total,27164
t01,2,1024,read,processing,137
t01,2,1024,read,total,2879
t01,2,1024,write,processing,246
t01,2,1024,write,total,26999
t01,2,1024,read,processing,137
t01,2,1024,read,total,2811
t01,2,1024,write,processing,235
t01,2,1024,write,total,33336
t01,2,1024,read,processing,137
t01,2,1024,read,total,2786
t01,2,1024,write,processing,234
t01,2,1024,write,total,30691
t01,2,1024,read,processing,137
t01,2,1024,read,total,2955
t01,2,1024,write,processing,234
t01,2,1024,write,total,28185
t01,2,1024,read,processing,180
t01,2,1024,read,total,3626
t01,2,1024,write,processing,239
t01,2,1024,write,total,38656
t01,2,1024,read,processing,141
t01,2,1024,read,total,2916
t01,2,1024,write,processing,241
t01,2,1024,write,total,31697
t01,2,1024,read,processing,141
t01,2,1024,read,total,3029
t01,2,1024,write,processing,470
t01,2,1024,write,total,38536
t01,2,1024,read,processing,141
t01,2,1024,read,total,2876
t01,2,2048,write,processing,506
t01,2,2048,write,total,40950
t01,2,2048,read,processing,272
t01,2,2048,read,total,2973
t01,2,2048,write,processing,536
t01,2,2048,write,total,31287
t01,2,2048,read,processing,273
t01,2,2048,read,total,2905
t01,2,2048,write,processing,463
t01,2,2048,write,total,28432
t01,2,2048,read,processing,276
t01,2,2048,read,total,2858
t01,2,2048,write,processing,463
t01,2,2048,write,total,28139
t01,2,2048,read,processing,272
t01,2,2048,read,total,2982
t01,2,2048,write,processing,464
t01,2,2048,write,total,29357
t01,2,2048,read,processing,281
t01,2,2048,read,total,2973
t01,2,2048,write,processing,480
t01,2,2048,write,total,30437
t01,2,2048,read,processing,281
t01,2,2048,read,total,3009
t01,2,2048,write,processing,568
t01,2,2048,write,total,36034
t01,2,2048,read,processing,282
t01,2,2048,read,total,3617
t01,2,2048,write,processing,479
t01,2,2048,write,total,28346
t01,2,2048,read,processing,281
t01,2,2048,read,total,2964
t01,2,2048,write,processing,574
t01,2,2048,write,total,29605
t01,2,2048,read,processing,281
t01,2,2048,read,total,3008
t01,2,2048,write,processing,481
t01,2,2048,write,total,29113
t01,2,2048,read,processing,281
t01,2,2048,read,total,3008
t01,2,4096,write,processing,923
t01,2,4096,write,total,31474
t01,2,4096,read,processing,582
t01,2,4096,read,total,3319
t01,2,4096,write,processing,948
t01,2,4096,write,total,34526
t01,2,4096,read,processing,547
t01,2,4096,read,total,3160
t01,2,4096,write,processing,946
t01,2,4096,write,total,29482
t01,2,4096,read,processing,557
t01,2,4096,read,total,3185
t01,2,4096,write,processing,922
t01,2,4096,write,total,27425
t01,2,4096,read,processing,543
t01,2,4096,read,total,3177
t01,2,4096,write,processing,946
t01,2,4096,write,total,27415
t01,2,4096,read,processing,570
t01,2,4096,read,total,3358
t01,2,4096,write,processing,941
t01,2,4096,write,total,31180
t01,2,4096,read,processing,584
t01,2,4096,read,total,3194
t01,2,4096,write,processing,924
t01,2,4096,write,total,28944
t01,2,4096,read,processing,544
t01,2,4096,read,total,3190
t01,2,4096,write,processing,986
t01,2,4096,write,total,32030
t01,2,4096,read,processing,696
t01,2,4096,read,total,3437
t01,2,4096,write,processing,949
t01,2,4096,write,total,35215
t01,2,4096,read,processing,543
t01,2,4096,read,total,3145
t01,2,4096,write,processing,924
t01,2,4096,write,total,28597
t01,2,4096,read,processing,571
t01,2,4096,read,total,3123
t01,2,8192,write,processing,1944
t01,2,8192,write,total,39927
t01,2,8192,read,processing,1245
t01,2,8192,read,total,4253
t01,2,8192,write,processing,2459
t01,2,8192,write,total,44911
t01,2,8192,read,processing,1255
t01,2,8192,read,total,4601
t01,2,8192,write,processing,2341
t01,2,8192,write,total,45871
t01,2,8192,read,processing,1866
t01,2,8192,read,total,5780
t01,2,8192,write,processing,3205
t01,2,8192,write,total,38679
t01,2,8192,read,processing,1171
t01,2,8192,read,total,4207
t01,2,8192,write,processing,1984
t01,2,8192,write,total,35672
t01,2,8192,read,processing,1318
t01,2,8192,read,total,5331
t01,2,8192,write,processing,2120
t01,2,8192,write,total,44789
t01,2,8192,read,processing,1458
t01,2,8192,read,total,7654
t01,2,8192,write,processing,2528
t01,2,8192,write,total,52697
t01,2,8192,read,processing,1490
t01,2,8192,read,total,8040
t01,2,8192,write,processing,2564
t01,2,8192,write,total,48627
t01,2,8192,read,processing,1508
t01,2,8192,read,total,5547
t01,2,8192,write,processing,2380
t01,2,8192,write,total,42777
t01,2,8192,read,processing,1436
t01,2,8192,read,total,5361
t01,2,8192,write,processing,2470
t01,2,8192,write,total,38017
t01,2,8192,read,processing,1212
t01,2,8192,read,total,4098
t01,2,16384,write,processing,3591
t01,2,16384,write,total,30349
t01,2,16384,read,processing,2381
t01,2,16384,read,total,4953
t01,2,16384,write,processing,3591
t01,2,16384,write,total,30405
t01,2,16384,read,processing,2068
t01,2,16384,read,total,4681
t01,2,16384,write,processing,3493
t01,2,16384,write,total,29774
t01,2,16384,read,processing,2107
t01,2,16384,read,total,4730
t01,2,16384,write,processing,3567
t01,2,16384,write,total,31296
t01,2,16384,read,processing,2108
t01,2,16384,read,total,4987
t01,2,16384,write,processing,3584
t01,2,16384,write,total,30455
t01,2,16384,read,processing,2108
t01,2,16384,read,total,4669
t01,2,16384,write,processing,3784
t01,2,16384,write,total,32581
t01,2,16384,read,processing,2107
t01,2,16384,read,total,4709
t01,2,16384,write,processing,3585
t01,2,16384,write,total,33027
t01,2,16384,read,processing,2249
t01,2,16384,read,total,5440
t01,2,16384,write,processing,3706
t01,2,16384,write,total,33342
t01,2,16384,read,processing,2242
t01,2,16384,read,total,5368
t01,2,16384,write,processing,3867
t01,2,16384,write,total,38750
t01,2,16384,read,processing,2255
t01,2,16384,read,total,5196
t01,2,16384,write,processing,4103
t01,2,16384,write,total,35854
t01,2,16384,read,processing,2358
t01,2,16384,read,total,5562
t01,2,32768,write,processing,7897
t01,2,32768,write,total,39627
t01,2,32768,read,processing,4748
t01,2,32768,read,total,7617
t01,2,32768,write,processing,7920
t01,2,32768,write,total,38994
t01,2,32768,read,processing,4515
t01,2,32768,read,total,7319
t01,2,32768,write,processing,7623
t01,2,32768,write,total,36072
t01,2,32768,read,processing,4516
t01,2,32768,read,total,7294
t01,2,32768,write,processing,7734
t01,2,32768,write,total,41549
t01,2,32768,read,processing,5422
t01,2,32768,read,total,8146
t01,2,32768,write,processing,7627
t01,2,32768,write,total,38322
t01,2,32768,read,processing,4386
t01,2,32768,read,total,7099
t01,2,32768,write,processing,7582
t01,2,32768,write,total,47628
t01,2,32768,read,processing,4998
t01,2,32768,read,total,7948
t01,2,32768,write,processing,8548
t01,2,32768,write,total,54811
t01,2,32768,read,processing,5218
t01,2,32768,read,total,8097
t01,2,32768,write,processing,8110
t01,2,32768,write,total,54519
t01,2,32768,read,processing,6000
t01,2,32768,read,total,8928
t01,2,32768,write,processing,8460
t01,2,32768,write,total,41962
t01,2,32768,read,processing,5435
t01,2,32768,read,total,9064
t01,2,32768,write,processing,8878
t01,2,32768,write,total,39289
t01,2,32768,read,processing,5555
t01,2,32768,read,total,8937
t01,2,65536,write,processing,13445
t01,2,65536,write,total,42967
t01,2,65536,read,processing,7959
t01,2,65536,read,total,10329
t01,2,65536,write,processing,13458
t01,2,65536,write,total,45318
t01,2,65536,read,processing,7953
t01,2,65536,read,total,10340
t01,2,65536,write,processing,13441
t01,2,65536,write,total,45605
t01,2,65536,read,processing,7949
t01,2,65536,read,total,10323
t01,2,65536,write,processing,13461
t01,2,65536,write,total,43413
t01,2,65536,read,processing,8591
t01,2,65536,read,total,10989
t01,2,65536,write,processing,14016
t01,2,65536,write,total,41596
t01,2,65536,read,processing,8212
t01,2,65536,read,total,10677
t01,2,65536,write,processing,14044
t01,2,65536,write,total,40932
t01,2,65536,read,processing,8220
t01,2,65536,read,total,10660
t01,2,65536,write,processing,14008
t01,2,65536,write,total,44097
t01,2,65536,read,processing,8293
t01,2,65536,read,total,11022
t01,2,65536,write,processing,13891
t01,2,65536,write,total,51401
t01,2,65536,read,processing,11892
t01,2,65536,read,total,14642
t01,2,65536,write,processing,17613
t01,2,65536,write,total,54380
t01,2,65536,read,processing,10906
t01,2,65536,read,total,14537
t01,2,65536,write,processing,16037
t01,2,65536,write,total,53471
t01,2,65536,read,processing,9948
t01,2,65536,read,total,12937
t01,2,131072,write,processing,24746
t01,2,131072,write,total,49752
t01,2,131072,read,processing,15124
t01,2,131072,read,total,17517
t01,2,131072,write,processing,25455
t01,2,131072,write,total,49155
t01,2,131072,read,processing,15268
t01,2,131072,read,total,17577
t01,2,131072,write,processing,26202
t01,2,131072,write,total,50496
t01,2,131072,read,processing,15699
t01,2,131072,read,total,18100
t01,2,131072,write,processing,31607
t01,2,131072,write,total,56461
t01,2,131072,read,processing,15469
t01,2,131072,read,total,17810
t01,2,131072,write,processing,26106
t01,2,131072,write,total,51388
t01,2,131072,read,processing,15815
t01,2,131072,read,total,18221
t01,2,131072,write,processing,26106
t01,2,131072,write,total,50155
t01,2,131072,read,processing,15474
t01,2,131072,read,total,17838
t01,2,131072,write,processing,26117
t01,2,131072,write,total,49727
t01,2,131072,read,processing,15521
t01,2,131072,read,total,17890
t01,2,131072,write,processing,26307
t01,2,131072,write,total,51074
t01,2,131072,read,processing,15892
t01,2,131072,read,total,18334
t01,2,131072,write,processing,27205
t01,2,131072,write,total,51235
t01,2,131072,read,processing,15921
t01,2,131072,read,total,18372
t01,2,131072,write,processing,26864
t01,2,131072,write,total,52197
t01,2,131072,read,processing,15918
t01,2,131072,read,total,18330
t01,2,262144,write,processing,55188
t01,2,262144,write,total,84044
t01,2,262144,read,processing,33575
t01,2,262144,read,total,36121
t01,2,262144,write,processing,58587
t01,2,262144,write,total,90015
t01,2,262144,read,processing,36461
t01,2,262144,read,total,40209
t01,2,262144,write,processing,59482
t01,2,262144,write,total,90403
t01,2,262144,read,processing,34798
t01,2,262144,read,total,37713
t01,2,262144,write,processing,57800
t01,2,262144,write,total,87568
t01,2,262144,read,processing,34571
t01,2,262144,read,total,37354
t01,2,262144,write,processing,57414
t01,2,262144,write,total,85599
t01,2,262144,read,processing,34659
t01,2,262144,read,total,37343
t01,2,262144,write,processing,56610
t01,2,262144,write,total,86325
t01,2,262144,read,processing,33851
t01,2,262144,read,total,36735
t01,2,262144,write,processing,56150
t01,2,262144,write,total,84336
t01,2,262144,read,processing,33721
t01,2,262144,read,total,36352
t01,2,262144,write,processing,56858
t01,2,262144,write,total,85341
t01,2,262144,read,processing,35023
t01,2,262144,read,total,37917
t01,2,262144,write,processing,56774
t01,2,262144,write,total,85468
t01,2,262144,read,processing,33749
t01,2,262144,read,total,36460
t01,2,262144,write,processing,55795
t01,2,262144,write,total,83545
t01,2,262144,read,processing,32074
t01,2,262144,read,total,34660
t02,1,100,write,processing,27
t02,1,100,write,total,24974
t02,1,100,read,processing,17
t02,1,100,read,total,2382
t02,1,100,write,processing,28
t02,1,100,write,total,27025
t02,1,100,read,processing,17
t02,1,100,read,total,2365
t02,1,100,write,processing,28
t02,1,100,write,total,25975
t02,1,100,read,processing,17
t02,1,100,read,total,2387
t02,1,100,write,processing,28
t02,1,100,write,total,27563
t02,1,100,read,processing,18
t02,1,100,read,total,2472
t02,1,100,write,processing,29
t02,1,100,write,total,25871
t02,1,100,read,processing,18
t02,1,100,read,total,2578
t02,1,100,write,processing,29
t02,1,100,write,total,29406
t02,1,100,read,processing,17
t02,1,100,read,total,2474
t02,1,100,write,processing,29
t02,1,100,write,total,29442
t02,1,100,read,processing,17
t02,1,100,read,total,2477
t02,1,100,write,processing,29
t02,1,100,write,total,27195
t02,1,100,read,processing,19
t02,1,100,read,total,2523
t02,1,100,write,processing,30
t02,1,100,write,total,29607
t02,1,100,read,processing,18
t02,1,100,read,total,2554
t02,1,100,write,processing,29
t02,1,100,write,total,29469
t02,1,100,read,processing,18
t02,1,100,read,total,2687
t02,1,370000,write,processing,79621
t02,1,370000,write,total,103018
t02,1,370000,read,processing,52700
t02,1,370000,read,total,54945
t02,1,370000,write,processing,78954
t02,1,370000,write,total,103041
t02,1,370000,read,processing,52645
t02,1,370000,read,total,54841
t02,1,370000,write,processing,81463
t02,1,370000,write,total,106657
t02,1,370000,read,processing,54103
t02,1,370000,read,total,56429
t02,1,370000,write,processing,81099
t02,1,370000,write,total,109951
t02,1,370000,read,processing,69123
t02,1,370000,read,total,71367
t02,1,370000,write,processing,84881
t02,1,370000,write,total,110340
t02,1,370000,read,processing,55964
t02,1,370000,read,total,58322
t02,1,370000,write,processing,82883
t02,1,370000,write,total,107277
t02,1,370000,read,processing,55555
t02,1,370000,read,total,57898
t02,1,370000,write,processing,81849
t02,1,370000,write,total,106422
t02,1,370000,read,processing,54076
t02,1,370000,read,total,56406
t02,1,370000,write,processing,80800
t02,1,370000,write,total,105206
t02,1,370000,read,processing,55193
t02,1,370000,read,total,57470
t02,1,370000,write,processing,80028
t02,1,370000,write,total,103413
t02,1,370000,read,processing,53855
t02,1,370000,read,total,56110
t02,1,370000,write,processing,79387
t02,1,370000,write,total,103961
t02,1,370000,read,processing,53107
t02,1,370000,read,total,55373
t02,2,100,write,processing,24
t02,2,100,write,total,30578
t02,2,100,read,processing,13
t02,2,100,read,total,2320
t02,2,100,write,processing,24
t02,2,100,write,total,25400
t02,2,100,read,processing,13
t02,2,100,read,total,2313
t02,2,100,write,processing,25
t02,2,100,write,total,24315
t02,2,100,read,processing,14
t02,2,100,read,total,2444
t02,2,100,write,processing,25
t02,2,100,write,total,25951
t02,2,100,read,processing,13
t02,2,100,read,total,2446
t02,2,100,write,processing,25
t02,2,100,write,total,25204
t02,2,100,read,processing,14
t02,2,100,read,total,2467
t02,2,100,write,processing,25
t02,2,100,write,total,31931
t02,2,100,read,processing,14
t02,2,100,read,total,2458
t02,2,100,write,processing,25
t02,2,100,write,total,32284
t02,2,100,read,processing,14
t02,2,100,read,total,2459
t02,2,100,write,processing,26
t02,2,100,write,total,25058
t02,2,100,read,processing,14
t02,2,100,read,total,2469
t02,2,100,write,processing,26
t02,2,100,write,total,24986
t02,2,100,read,processing,14
t02,2,100,read,total,2475
t02,2,100,write,processing,27
t02,2,100,write,total,26418
t02,2,100,read,processing,14
t02,2,100,read,total,2528
t02,2,370000,write,processing,69374
t02,2,370000,write,total,92539
t02,2,370000,read,processing,41242
t02,2,370000,read,total,43498
t02,2,370000,write,processing,69731
t02,2,370000,write,total,92670
t02,2,370000,read,processing,41533
t02,2,370000,read,total,43699
t02,2,370000,write,processing,69720
t02,2,370000,write,total,93426
t02,2,370000,read,processing,42383
t02,2,370000,read,total,44592
t02,2,370000,write,processing,70083
t02,2,370000,write,total,93633
t02,2,370000,read,processing,42401
t02,2,370000,read,total,44684
t02,2,370000,write,processing,82700
t02,2,370000,write,total,108903
t02,2,370000,read,processing,46492
t02,2,370000,read,total,48911
t02,2,370000,write,processing,76430
t02,2,370000,write,total,103448
t02,2,370000,read,processing,44849
t02,2,370000,read,total,47183
t02,2,370000,write,processing,74663
t02,2,370000,write,total,100992
t02,2,370000,read,processing,45753
t02,2,370000,read,total,48205
t02,2,370000,write,processing,75208
t02,2,370000,write,total,100002
t02,2,370000,read,processing,43810
t02,2,370000,read,total,46098
t02,2,370000,write,processing,73585
t02,2,370000,write,total,104716
t02,2,370000,read,processing,43897
t02,2,370000,read,total,46176
t02,2,370000,write,processing,71707
t02,2,370000,write,total,102479
t02,2,370000,read,processing,42387
t02,2,370000,read,total,44645
t02,3,100,write,processing,21
t02,3,100,write,total,29012
t02,3,100,read,processing,12
t02,3,100,read,total,2196
t02,3,100,write,processing,22
t02,3,100,write,total,29658
t02,3,100,read,processing,12
t02,3,100,read,total,2218
t02,3,100,write,processing,23
t02,3,100,write,total,26366
t02,3,100,read,processing,12
t02,3,100,read,total,2349
t02,3,100,write,processing,23
t02,3,100,write,total,24063
t02,3,100,read,processing,13
t02,3,100,read,total,2290
t02,3,100,write,processing,24
t02,3,100,write,total,24028
t02,3,100,read,processing,13
t02,3,100,read,total,2396
t02,3,100,write,processing,24
t02,3,100,write,total,24537
t02,3,100,read,processing,13
t02,3,100,read,total,2428
t02,3,100,write,processing,24
t02,3,100,write,total,26642
t02,3,100,read,processing,13
t02,3,100,read,total,2420
t02,3,100,write,processing,24
t02,3,100,write,total,25177
t02,3,100,read,processing,13
t02,3,100,read,total,2419
t02,3,100,write,processing,24
t02,3,100,write,total,25572
t02,3,100,read,processing,13
t02,3,100,read,total,2467
t02,3,100,write,processing,26
t02,3,100,write,total,26165
t02,3,100,read,processing,14
t02,3,100,read,total,2478
t02,3,370000,write,processing,65371
t02,3,370000,write,total,91854
t02,3,370000,read,processing,41830
t02,3,370000,read,total,44008
t02,3,370000,write,processing,66584
t02,3,370000,write,total,96565
t02,3,370000,read,processing,41862
t02,3,370000,read,total,44067
t02,3,370000,write,processing,66491
t02,3,370000,write,total,95917
t02,3,370000,read,processing,41816
t02,3,370000,read,total,44004
t02,3,370000,write,processing,66525
t02,3,370000,write,total,96558
t02,3,370000,read,processing,41903
t02,3,370000,read,total,44083
t02,3,370000,write,processing,66554
t02,3,370000,write,total,96787
t02,3,370000,read,processing,43203
t02,3,370000,read,total,45448
t02,3,370000,write,processing,67386
t02,3,370000,write,total,96252
t02,3,370000,read,processing,43268
t02,3,370000,read,total,45471
t02,3,370000,write,processing,67471
t02,3,370000,write,total,91572
t02,3,370000,read,processing,41822
t02,3,370000,read,total,44004
t02,3,370000,write,processing,66596
t02,3,370000,write,total,89606
t02,3,370000,read,processing,42963
t02,3,370000,read,total,45237
t02,3,370000,write,processing,67511
t02,3,370000,write,total,90836
t02,3,370000,read,processing,41892
t02,3,370000,read,total,44069
t02,3,370000,write,processing,66681
t02,3,370000,write,total,90913
t02,3,370000,read,processing,44303
t02,3,370000,read,total,46727
t02,4,100,write,processing,21
t02,4,100,write,total,29227
t02,4,100,read,processing,11
t02,4,100,read,total,2181
t02,4,100,write,processing,21
t02,4,100,write,total,29965
t02,4,100,read,processing,11
t02,4,100,read,total,2258
t02,4,100,write,processing,21
t02,4,100,write,total,30804
t02,4,100,read,processing,11
t02,4,100,read,total,2331
t02,4,100,write,processing,22
t02,4,100,write,total,30752
t02,4,100,read,processing,11
t02,4,100,read,total,2244
t02,4,100,write,processing,21
t02,4,100,write,total,25029
t02,4,100,read,processing,12
t02,4,100,read,total,2281
t02,4,100,write,processing,22
t02,4,100,write,total,25481
t02,4,100,read,processing,20
t02,4,100,read,total,3370
t02,4,100,write,processing,26
t02,4,100,write,total,26599
t02,4,100,read,processing,12
t02,4,100,read,total,2477
t02,4,100,write,processing,25
t02,4,100,write,total,26091
t02,4,100,read,processing,12
t02,4,100,read,total,2488
t02,4,100,write,processing,23
t02,4,100,write,total,25764
t02,4,100,read,processing,12
t02,4,100,read,total,2470
t02,4,100,write,processing,23
t02,4,100,write,total,26052
t02,4,100,read,processing,12
t02,4,100,read,total,2477
t02,4,370000,write,processing,60696
t02,4,370000,write,total,83945
t02,4,370000,read,processing,36303
t02,4,370000,read,total,38459
t02,4,370000,write,processing,61691
t02,4,370000,write,total,85437
t02,4,370000,read,processing,36376
t02,4,370000,read,total,38546
t02,4,370000,write,processing,61886
t02,4,370000,write,total,85612
t02,4,370000,read,processing,36394
t02,4,370000,read,total,38627
t02,4,370000,write,processing,61853
t02,4,370000,write,total,85532
t02,4,370000,read,processing,37384
t02,4,370000,read,total,39652
t02,4,370000,write,processing,62485
t02,4,370000,write,total,86338
t02,4,370000,read,processing,37396
t02,4,370000,read,total,39581
t02,4,370000,write,processing,62732
t02,4,370000,write,total,86718
t02,4,370000,read,processing,37491
t02,4,370000,read,total,39746
t02,4,370000,write,processing,62571
t02,4,370000,write,total,92300
t02,4,370000,read,processing,37423
t02,4,370000,read,total,39645
t02,4,370000,write,processing,62491
t02,4,370000,write,total,92346
t02,4,370000,read,processing,37350
t02,4,370000,read,total,39640
t02,4,370000,write,processing,64434
t02,4,370000,write,total,94698
t02,4,370000,read,processing,37359
t02,4,370000,read,total,39552
t02,4,370000,write,processing,62925
t02,4,370000,write,total,92743
t02,4,370000,read,processing,37450
t02,4,370000,read,total,39649
t02,5,100,write,processing,21
t02,5,100,write,total,28960
t02,5,100,read,processing,11
t02,5,100,read,total,2220
t02,5,100,write,processing,21
t02,5,100,write,total,29592
t02,5,100,read,processing,11
t02,5,100,read,total,2260
t02,5,100,write,processing,22
t02,5,100,write,total,23573
t02,5,100,read,processing,12
t02,5,100,read,total,2264
t02,5,100,write,processing,36
t02,5,100,write,total,24287
t02,5,100,read,processing,12
t02,5,100,read,total,2314
t02,5,100,write,processing,23
t02,5,100,write,total,24607
t02,5,100,read,processing,12
t02,5,100,read,total,2311
t02,5,100,write,processing,23
t02,5,100,write,total,24689
t02,5,100,read,processing,13
t02,5,100,read,total,2398
t02,5,100,write,processing,23
t02,5,100,write,total,24929
t02,5,100,read,processing,12
t02,5,100,read,total,2397
t02,5,100,write,processing,23
t02,5,100,write,total,25499
t02,5,100,read,processing,14
t02,5,100,read,total,22215
t02,5,100,write,processing,27
t02,5,100,write,total,67126
t02,5,100,read,processing,22
t02,5,100,read,total,3185
t02,5,100,write,processing,29
t02,5,100,write,total,29964
t02,5,100,read,processing,15
t02,5,100,read,total,2927
t02,5,370000,write,processing,63294
t02,5,370000,write,total,87275
t02,5,370000,read,processing,36486
t02,5,370000,read,total,38633
t02,5,370000,write,processing,64111
t02,5,370000,write,total,87788
t02,5,370000,read,processing,37492
t02,5,370000,read,total,39649
t02,5,370000,write,processing,64281
t02,5,370000,write,total,88277
t02,5,370000,read,processing,38582
t02,5,370000,read,total,40774
t02,5,370000,write,processing,64525
t02,5,370000,write,total,94346
t02,5,370000,read,processing,40993
t02,5,370000,read,total,43206
t02,5,370000,write,processing,64099
t02,5,370000,write,total,93740
t02,5,370000,read,processing,37909
t02,5,370000,read,total,40148
t02,5,370000,write,processing,65362
t02,5,370000,write,total,94696
t02,5,370000,read,processing,38775
t02,5,370000,read,total,41036
t02,5,370000,write,processing,65789
t02,5,370000,write,total,91666
t02,5,370000,read,processing,39011
t02,5,370000,read,total,41210
t02,5,370000,write,processing,64879
t02,5,370000,write,total,92264
t02,5,370000,read,processing,38615
t02,5,370000,read,total,40870
t02,5,370000,write,processing,65448
t02,5,370000,write,total,90056
t02,5,370000,read,processing,37689
t02,5,370000,read,total,39873
t02,5,370000,write,processing,65496
t02,5,370000,write,total,89152
t02,5,370000,read,processing,44487
t02,5,370000,read,total,46681
t02,6,100,write,processing,22
t02,6,100,write,total,25327
t02,6,100,read,processing,11
t02,6,100,read,total,2149
t02,6,100,write,processing,21
t02,6,100,write,total,22989
t02,6,100,read,processing,12
t02,6,100,read,total,2279
t02,6,100,write,processing,22
t02,6,100,write,total,24901
t02,6,100,read,processing,12
t02,6,100,read,total,2238
t02,6,100,write,processing,23
t02,6,100,write,total,24336
t02,6,100,read,processing,12
t02,6,100,read,total,2309
t02,6,100,write,processing,23
t02,6,100,write,total,24729
t02,6,100,read,processing,12
t02,6,100,read,total,2262
t02,6,100,write,processing,22
t02,6,100,write,total,23808
t02,6,100,read,processing,12
t02,6,100,read,total,2407
t02,6,100,write,processing,23
t02,6,100,write,total,24143
t02,6,100,read,processing,13
t02,6,100,read,total,2351
t02,6,100,write,processing,23
t02,6,100,write,total,25556
t02,6,100,read,processing,13
t02,6,100,read,total,2396
t02,6,100,write,processing,24
t02,6,100,write,total,26066
t02,6,100,read,processing,13
t02,6,100,read,total,2397
t02,6,100,write,processing,23
t02,6,100,write,total,27154
t02,6,100,read,processing,12
t02,6,100,read,total,2614
t02,6,370000,write,processing,63837
t02,6,370000,write,total,87565
t02,6,370000,read,processing,36578
t02,6,370000,read,total,38721
t02,6,370000,write,processing,63864
t02,6,370000,write,total,87532
t02,6,370000,read,processing,38297
t02,6,370000,read,total,40522
t02,6,370000,write,processing,64310
t02,6,370000,write,total,87739
t02,6,370000,read,processing,38694
t02,6,370000,read,total,40964
t02,6,370000,write,processing,64449
t02,6,370000,write,total,88052
t02,6,370000,read,processing,36086
t02,6,370000,read,total,38300
t02,6,370000,write,processing,64697
t02,6,370000,write,total,89688
t02,6,370000,read,processing,37801
t02,6,370000,read,total,40079
t02,6,370000,write,processing,64555
t02,6,370000,write,total,88136
t02,6,370000,read,processing,38312
t02,6,370000,read,total,40494
t02,6,370000,write,processing,64533
t02,6,370000,write,total,87728
t02,6,370000,read,processing,37646
t02,6,370000,read,total,39894
t02,6,370000,write,processing,64704
t02,6,370000,write,total,87515
t02,6,370000,read,processing,38451
t02,6,370000,read,total,40697
t02,6,370000,write,processing,64465
t02,6,370000,write,total,87810
t02,6,370000,read,processing,38596
t02,6,370000,read,total,40778
t02,6,370000,write,processing,66188
t02,6,370000,write,total,89279
t02,6,370000,read,processing,36031
t02,6,370000,read,total,38282
t02,7,100,write,processing,23
t02,7,100,write,total,27323
t02,7,100,read,processing,12
t02,7,100,read,total,2169
t02,7,100,write,processing,25
t02,7,100,write,total,23197
t02,7,100,read,processing,16
t02,7,100,read,total,2232
t02,7,100,write,processing,23
t02,7,100,write,total,23794
t02,7,100,read,processing,12
t02,7,100,read,total,2282
t02,7,100,write,processing,23
t02,7,100,write,total,24651
t02,7,100,read,processing,13
t02,7,100,read,total,2272
t02,7,100,write,processing,24
t02,7,100,write,total,24543
t02,7,100,read,processing,13
t02,7,100,read,total,2311
t02,7,100,write,processing,24
t02,7,100,write,total,24969
t02,7,100,read,processing,13
t02,7,100,read,total,2397
t02,7,100,write,processing,25
t02,7,100,write,total,25101
t02,7,100,read,processing,13
t02,7,100,read,total,2524
t02,7,100,write,processing,25
t02,7,100,write,total,24830
t02,7,100,read,processing,14
t02,7,100,read,total,2427
t02,7,100,write,processing,25
t02,7,100,write,total,28563
t02,7,100,read,processing,14
t02,7,100,read,total,2438
t02,7,100,write,processing,26
t02,7,100,write,total,33392
t02,7,100,read,processing,13
t02,7,100,read,total,2447
t02,7,370000,write,processing,67428
t02,7,370000,write,total,91210
t02,7,370000,read,processing,39716
t02,7,370000,read,total,41911
t02,7,370000,write,processing,70755
t02,7,370000,write,total,95680
t02,7,370000,read,processing,40807
t02,7,370000,read,total,43146
t02,7,370000,write,processing,70731
t02,7,370000,write,total,95446
t02,7,370000,read,processing,40630
t02,7,370000,read,total,42896
t02,7,370000,write,processing,70467
t02,7,370000,write,total,97364
t02,7,370000,read,processing,41600
t02,7,370000,read,total,43832
t02,7,370000,write,processing,69803
t02,7,370000,write,total,94242
t02,7,370000,read,processing,40927
t02,7,370000,read,total,43193
t02,7,370000,write,processing,69501
t02,7,370000,write,total,93395
t02,7,370000,read,processing,40692
t02,7,370000,read,total,42924
t02,7,370000,write,processing,69205
